"ydv","kdv","gdv","smv"
850.364178212587,-27.0448248036271,16.1578289214621,0.0182196815646126
768.563347900583,-34.3494910877603,-60.9438882966935,0.0166239142217851
1197.87011758858,-76.1693819391015,15.6767328831923,0.0349092373785043
-565.205712723426,-36.347999597364,240.460203216724,0.00249654495065586
-75.3730430354299,37.1184764017267,123.582902105641,0.000807395398459729
972.642926652565,-29.9780193994752,-82.3427003219449,0.010967823389176
467.16079634056,-18.6236777329635,-92.8941737113259,-0.0321931369272808
-65.2217339714434,-36.4577392737681,-184.061963292417,-0.0334760055955448
-563.978764283448,24.7607944569366,-66.0305370654131,0.0110851931746429
1465.90180540455,-29.6213841572607,-65.1541817677207,0.0147705338421403
-1958.27372490746,10.9801613396511,53.2345500921781,0.00477939913965568
320.43554478054,12.3447825947126,50.7098803399972,-0.0256186562384288
1590.37981446854,-16.1255421493989,-122.104531695962,0.0199405741050336
1205.94948415653,-8.97857941922688,-2.95994328942854,0.0177136048276894
-1471.73994615547,53.9356179109731,-20.9155851182997,-0.030885620835647
-1392.13837646748,2.00019829133854,112.351599869518,-0.0257436249072834
-2361.65240677948,113.96492521204,52.2292357863005,-0.0612103994118908
-614.226037091486,5.2743559811059,94.8732064827339,0.0182258029575503
622.092732596509,36.1397525716316,91.5064671652542,-0.00265719585993614
1185.90150228451,-5.99794324503505,-69.6716450993745,0.00138822828334342
223.112571972501,53.8697290458757,145.285055014657,-0.0184113797080777
430.491041660497,-22.6978449649427,13.5423182511228,0.00371420784339695
-182.592688651507,-19.8380676897956,-119.044703997689,0.0335671951043208
-1616.13861896351,96.1587385917722,89.3179634912287,-0.000719283975631963
-124.266049275516,9.12355810083608,-37.8881498110921,0.00219676219309956
708.546720412481,-16.9793500364051,-174.773159924735,0.0143795692364764
579.670190100476,-48.0706622199251,-104.478085373024,0.0532842474812527
-504.170540211529,73.7147186449958,185.855423643135,-0.030981258107476
-2509.34997052353,147.904291400355,237.834734794584,-0.0401024207373246
334.267699164462,19.89981587004,74.7398235913348,-0.0443883951971195
-594.895731147541,12.9912074444068,56.03434193674,0.00394213747778295
-770.847961459545,33.1795419596893,60.233091789766,-0.0128151156803543
552.89710822845,-72.066665236954,-273.860338970575,0.0273108368478823
-2454.32222208356,-74.4491111359961,-276.54813517631,0.0576912436148069
1189.58234760444,-41.8887320232192,68.6252680575155,0.00398517532285794
-1098.05128270756,31.3279463989774,-118.677960335929,0.0183857970404836
-70.210613019568,-60.8791942422293,-219.600703851612,0.0253039223230861
-629.49354333157,-38.9815567458387,-106.706085714887,0.014238745754908
680.801326356424,-40.5660076330483,65.211565400896,0.0207250087154483
1190.80929604442,-22.1203268194648,55.0439689348796,-0.0130086705419475
-484.840234267584,-2.8713357808316,87.7870342476835,-0.0230096154356245
31.8928354204108,10.0968997618856,106.091217056511,-0.0184571592860583
232.546205108407,29.5098482172137,-43.2568827802804,0.00249276639695168
332.323074796401,6.75266123519807,-92.1091177900684,-0.0186065190275578
1366.8888444844,-49.2773320882921,-84.589669869659,0.0106611959114331
1042.9844141724,17.9368987418895,129.596292654873,-0.0304855490917687
-632.665116139609,58.958743803653,26.2069294911493,-0.04921517591477
-1205.39824645161,-0.0548336052900846,239.626099352163,-0.00313712448338888
1187.63772323638,-35.6314467778874,-70.7740306932931,-0.00341065827439
1468.99229292438,-53.8041261172637,-230.961840074783,0.0189651794366891
950.059962612373,-33.1407002547193,50.5037344521069,0.0282951007610262
-490.211067699631,15.6815906832843,45.1873585948437,-0.0176864570002529
-2972.87259801164,157.901555330492,218.006960850308,-0.0559676990756112
280.976171676359,-5.59515843416442,-19.6746280129713,-0.00999144202050527
-338.832658635643,-59.974468038145,-177.424444804684,0.019018358172161
467.079711052353,-33.1429586571587,79.9565207660367,0.00147634131703424
990.537880740349,-2.37811447779624,166.853706719629,0.0136818170868952
1392.94425042834,17.6897200227069,-49.2395771733633,-0.00164322950272701
631.908320116339,-14.0611578226571,21.1537978359618,0.039239681620751
-862.163510195665,-21.0527964063811,-106.789149776576,0.0193385699446094
169.212193548381,-15.2295109331941,33.5230537797919,0.0134445859026324
480.346046604966,-35.3469854181012,-63.7714468977729,0.0196921546632939
313.99779966155,-65.2497831113772,15.582091006683,0.0372595143438034
-202.055647281867,-34.0287479421162,224.713433004451,0.00693874136466564
-328.053294225283,36.0142415309663,129.594166785724,0.00363397652848348
-440.600741168699,-21.1986528149247,-70.2187762630927,0.0111435099373357
200.063011887884,-12.7252998088287,-95.5521239047197,-0.0386790065092719
-766.572135055531,-37.9265962926471,-188.733444938292,-0.0334636810634226
-717.717181998948,7.81473905424878,-78.4246322514214,0.0149238151076065
1886.67577105764,-23.9901069946305,-63.7683525363315,0.0111912407007344
-1205.09097588578,2.97053891658834,48.4580324319987,0.0062431729928203
572.114677170804,18.7440293103057,67.6982940415429,-0.0326004596982548
1791.13703022739,-19.5821309414632,-137.440686404657,0.0297802330096504
1725.66528328397,-21.2451423661046,-8.00962802966414,0.0156868007638706
-1547.67916365944,45.2538538891943,-35.9294858674089,-0.0280610408050691
-355.557210602859,2.40727292233238,117.541851389063,-0.0248613287561589
-858.160457546276,100.761911482094,40.2399482221785,-0.0696582614136931
333.961495510307,9.87509502017208,98.3656466147193,0.0154677343053433
752.696948566892,25.7985086308519,95.012862661702,-0.000176839260164057
1077.28100162348,-2.1615208803979,-64.526160260423,-0.00189583502492931
1031.98455468006,47.00254871858,146.16607460561,-0.015630318836605
811.835507736644,-19.2342148773842,2.20272240447328,0.0100675435175743
-121.174139206773,-10.8765951790007,-111.038971937784,0.0288697795347162
-1686.34318615019,86.8483578868627,96.1692946279361,0.00284297799524098
-675.798933093604,3.86941639032855,-33.8753846479651,0.00123432717744067
428.896719962979,-9.03021989541764,-163.352635243669,0.0140145219025848
1217.51267301956,-35.7720633193141,-84.4042255454709,0.0448993663818803
277.777926076147,63.4765469443834,181.546589660423,-0.0277698185264243
-581.25562086727,157.020233408597,247.807238115704,-0.0449563565376119
496.539632189315,23.1848010301596,65.8831890482919,-0.0424068137126824
-167.466014754102,-1.1975350426405,49.2237227952714,0.0091403266416897
-1147.55136169752,25.3267906401234,49.6231983343873,-0.00627979425422064
259.773791359064,-63.0150376124099,-274.234052436037,0.0274768127983621
-4567.06875558435,-65.2207517856531,-272.05066228113,0.056370259333806
411.284497472234,-33.1997905585219,64.9570174395523,0.00356788022339626
-1261.48614947118,24.594457278178,-109.463144366544,0.0186715665627462
-647.722796414599,-50.7120357903295,-202.267952117682,0.0182194670993305
-787.170643358013,-33.5510294527623,-111.67315584217,0.0124411296659444
250.274009698569,-35.0117963742703,72.5380836671302,0.0164630231890792
864.037362755153,-15.6448947852107,59.7295453850268,-0.0145563947097546
-539.729284188263,-6.05459407843478,79.1458776416353,-0.0208513652299649
-679.177131131681,10.8484500553105,95.5754003620155,-0.0142769984028955
-825.350078075096,12.7069007594585,-47.7079891698911,0.00750398765410221
185.194174981491,-7.85122827131473,-104.192185310373,-0.0155367241322195
926.734428038073,-47.9745602650121,-97.6842615779882,0.0131584411284145
955.414081094657,13.7410574850359,121.842195834512,-0.0290982049849032
-475.252965848758,50.1055653393917,26.1326773342827,-0.0487216747825125
-513.824312792176,5.50949771923508,249.594871012849,-0.0120511892859331
1169.22994026441,-35.9480773447146,-80.3655655719796,-0.00129996881118032
1218.08489332099,-52.4930301922287,-226.123198465279,0.0176952472589282
574.254546377575,-27.7838344757743,61.4502752791527,0.0259329969895182
44.7508994341606,20.8951763170707,53.0211430102019,-0.0252304123907834
-1809.59744750925,148.813555672296,220.319059676019,-0.0578008506276191
